#{"t_start": 1604629819.796802, "env_id": "InvertedPendulumPyBulletEnv-v0"}
r,l,t
11.0,11,2.862392
29.0,29,2.954192
11.0,11,2.991302
15.0,15,3.041108
16.0,16,3.094821
11.0,11,3.135838
22.0,22,3.217872
10.0,10,3.251076
16.0,16,3.306741
13.0,13,3.352641
16.0,16,3.418073
11.0,11,3.46202
15.0,15,3.51671
18.0,18,3.587024
14.0,14,3.639759
14.0,14,3.686636
17.0,17,3.741325
13.0,13,3.783319
10.0,10,3.815546
32.0,32,3.919065
13.0,13,3.960083
7.0,7,3.982544
13.0,13,4.02356
37.0,37,4.144657
16.0,16,4.197394
45.0,45,4.346812
11.0,11,4.380993
13.0,13,4.433729
19.0,19,4.498184
26.0,26,4.598773
21.0,21,4.706198
15.0,15,4.787255
10.0,10,4.82925
9.0,9,4.866359
18.0,18,5.398602
12.0,12,5.437666
10.0,10,5.47673
16.0,16,5.536302
14.0,14,5.581225
15.0,15,5.630055
31.0,31,5.73162
13.0,13,5.775567
7.0,7,5.799981
15.0,15,5.855647
14.0,14,5.920102
16.0,16,5.970885
16.0,16,6.025575
11.0,11,6.061708
21.0,21,6.139836
19.0,19,6.201361
26.0,26,6.285348
30.0,30,6.38789
27.0,27,6.488479
16.0,16,6.541215
23.0,23,6.619342
10.0,10,6.652547
10.0,10,6.685751
37.0,37,6.82052
23.0,23,6.901578
28.0,28,6.997283
30.0,30,7.09592
17.0,17,7.153538
33.0,33,7.271706
11.0,11,7.305887
15.0,15,7.35374
14.0,14,7.39964
10.0,10,7.438704
16.0,16,7.503159
16.0,16,7.564684
11.0,11,7.61449
9.0,9,7.650624
13.0,13,7.695547
7.0,7,7.718985
13.0,13,7.759025
14.0,14,7.808832
16.0,16,7.870357
17.0,17,7.927976
8.0,8,7.960205
14.0,14,8.008057
13.0,13,8.051027
10.0,10,8.09009
69.0,69,8.312754
16.0,16,8.364514
11.0,11,8.39967
19.0,19,8.472915
12.0,12,8.514908
19.0,19,8.581316
10.0,10,8.614521
16.0,16,8.66921
17.0,17,8.724876
28.0,28,8.813745
12.0,12,8.850855
11.0,11,8.886013
16.0,16,8.943632
11.0,11,8.982696
15.0,15,9.032502
17.0,17,9.086215
45.0,45,9.238563
13.0,13,9.27958
17.0,17,9.334269
16.0,16,9.386029
12.0,12,9.425092
11.0,11,9.459273
34.0,34,9.574511
13.0,13,9.617481
20.0,20,9.686819
10.0,10,9.719046
27.0,27,9.805963
12.0,12,9.847957
20.0,20,9.913388
17.0,17,9.971984
13.0,13,10.014954
14.0,14,10.057924
9.0,9,10.088198
15.0,15,10.135075
16.0,16,10.184881
10.0,10,10.216132
12.0,12,10.257149
11.0,11,10.293283
30.0,30,24.995879
37.0,37,25.139438
21.0,21,25.211707
19.0,19,25.277138
